Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/numerical_integral/0.0/3.14159/1000,1754,0,31,33.70131020399157,28.118399903178215,150.63959965482354,8.0,9.781827162422807,0.0,31,32,32,33,37,42,65,78,140,150,150
,Aggregated,1754,0,31,33.70131020399157,28.118399903178215,150.63959965482354,8.0,9.781827162422807,0.0,31,32,32,33,37,42,65,78,140,150,150
